Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
2000-01-03 00:00:00-02:00,0.12185920774936676,0.12292793886045668,0.12185920774936676,0.12185920774936676,378560,0.0,0.0,WEGE3
2000-01-04 00:00:00-02:00,0.11865223847151386,0.11865223847151386,0.11758277565240861,0.1175827756524086,47320,0.0,0.0,WEGE3
2000-01-05 00:00:00-02:00,0.11758277565240861,0.11758277565240861,0.11758277565240861,0.1175827756524086,0,0.0,0.0,WEGE3
2000-01-06 00:00:00-02:00,0.10689327865839005,0.10689327865839005,0.10689327865839005,0.10689327865839005,250120,0.0,0.0,WEGE3
2000-01-07 00:00:00-02:00,0.1079627304447434,0.1079627304447434,0.10689327865839005,0.10689327865839005,135200,0.0,0.0,WEGE3
2000-01-10 00:00:00-02:00,0.10689327865839005,0.10689327865839005,0.10689327865839005,0.10689327865839005,0,0.0,0.0,WEGE3
2000-01-11 00:00:00-02:00,0.1079627304447434,0.1079627304447434,0.10689327865839005,0.10689327865839005,1568320,0.0,0.0,WEGE3
2000-01-12 00:00:00-02:00,0.10903149843215942,0.10903149843215942,0.10903149843215942,0.10903149843215942,2109120,0.0,0.0,WEGE3
2000-01-13 00:00:00-02:00,0.11116964370012283,0.11758274730593932,0.10903146154403752,0.11116964370012283,1237080,0.0,0.0,WEGE3
2000-01-14 00:00:00-02:00,0.11223840112062067,0.11758277565240861,0.11223840112062067,0.1175827756524086,2345720,0.0,0.0,WEGE3
2000-01-17 00:00:00-02:00,0.11544536915653768,0.11544536915653768,0.11330718547105789,0.11330718547105789,67600,0.0,0.0,WEGE3
2000-01-18 00:00:00-02:00,0.10903146079988195,0.10903146079988195,0.10689327865839005,0.10689327865839005,128440,0.0,0.0,WEGE3
2000-01-19 00:00:00-02:00,0.10689329671127269,0.11544530529034816,0.10689329671127269,0.11437657475471497,155480,0.0,0.0,WEGE3
2000-01-20 00:00:00-02:00,0.11544527858495711,0.11758273916177521,0.11544527858495711,0.11544527858495712,277160,0.0,0.0,WEGE3
